case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-00657,TXN-586279,did not receive the product,Product not received,46101.66,False,True,True,True
SYN-00497,TXN-787991,my parcel has not arrived,Product not received,20910.27,True,False,True,True
SYN-00217,TXN-469954,did not receive the product. details missing,Product not received,316.01,False,False,False,True
SYN-01551,TXN-679826,membership was cancelled but billing continued. urgent,Subscription cancellation dispute,23008.76,False,False,False,True
SYN-01382,TXN-912709,charged the wrog amount,Incorrect transaction amount,37762.35,False,False,False,True
SYN-01590,TXN-857630,amount taken is higher than agreed,Incorrect transaction amount,13418.0,False,False,False,True
SYN-00655,TXN-734992,renewal debit after cancellation,Subscription cancellation dispute,65079.04,True,True,True,True
SYN-00065,TXN-821024,did not receive the product,Product not received,11237.48,False,False,False,True
SYN-00425,TXN-986575,order neverdelivered although tracking says pending,Product not received,69111.25,False,True,True,True
SYN-01553,TXN-188597,orde never delivered although tracking says pending,Product not received,22670.18,True,False,True,True
SYN-00908,TXN-305222,merchant has not processed my refund. custmer says,Refund not processed,57578.48,False,False,False,True
SYN-00183,TXN-440544,renewal debit after cancellation,Subscription cancellation dispute,30495.82,False,False,False,True
SYN-00241,TXN-906527,did not receiv the product,Product not received,39521.56,False,False,False,True
SYN-00613,TXN-256826,unknown purchase on my statement. please help,Transaction not recognized,31600.09,False,False,False,True
SYN-00691,TXN-376141,same transaction debited two times,Duplicate charge,22315.61,True,True,True,True
SYN-01016,TXN-905572,unclear problem with this urchase,Other,5946.37,False,False,True,True
SYN-01425,TXN-266140,order never delivered although tracking says pending. custmer says,Product not received,23995.06,False,False,False,True
SYN-00317,TXN-499152,I never authorized this transaction,Transaction not recognized,58208.21,False,False,False,True
SYN-00352,TXN-826490,unclear problem with this purchase. custmer says,Other,21990.87,False,False,True,True
SYN-00865,TXN-223215,order never deliveredalthough tracking says pending,Product not received,17825.03,True,True,True,True
SYN-00067,TXN-587213,same tranaction debited two times,Duplicate charge,10172.9,False,True,True,True
SYN-01481,TXN-253703,my parcel has not arrived,Product not received,12713.56,False,False,False,True
SYN-01171,TXN-573469,duplicate payment appears n my card. ref tx,Duplicate charge,42799.29,True,True,True,True
SYN-00531,TXN-917012,charged twice for the same order. details missing,Duplicate charge,45926.58,False,False,False,True
SYN-00769,TXN-236014,did not receive the product. details missing,Product not received,46818.29,True,False,True,True
SYN-00366,TXN-948014,invoice total differs from debit,Incorrect transaction amount,56473.7,False,False,False,True
SYN-00169,TXN-797660,my parcel has not arrived,Product not received,26648.49,True,True,True,True
SYN-00492,TXN-904858,refund promised but not received,Refund not processed,58566.49,False,True,True,True
SYN-00409,TXN-832614,order never delivered although tracking says pending,Product not received,5144.47,False,False,False,True
SYN-00814,TXN-546383,charged the wrong amount. possible mix up,Incorrect transaction amount,45410.93,False,False,False,True
SYN-00899,TXN-274444,duplicate payment appears on my card,Duplicate charge,21471.06,False,True,True,True
SYN-00192,TXN-708519,payment dispute needs investigation. possible mix up,Other,28958.67,True,False,True,True
SYN-00524,TXN-636561,return completed but money not credited. please help,Refund not processed,6937.27,False,True,True,True
SYN-00443,TXN-329659,duplicate payment appears on my card,Duplicate charge,24051.36,False,True,True,True
SYN-01063,TXN-792244,charged after cancelling subscription. ref tx,Subscription cancellation dispute,56987.35,True,True,True,True
SYN-00704,TXN-440424,unclear problem with this purchase. details missing,Other,74361.42,False,False,True,True
SYN-01256,TXN-949566,unclear problem with this purchase,Other,28377.18,False,False,True,True
SYN-00829,TXN-416006,unknown purchase on my statement. merchant disagrees,Transaction not recognized,30025.51,True,True,True,True
SYN-01576,TXN-736592,unclear problem with this purchase,Other,59905.57,True,False,True,True
SYN-01392,TXN-400548,unclear problem with this purchase,Other,27387.08,False,False,True,True
SYN-00732,TXN-755602,return completed but money not credited. ref tx,Refund not processed,26522.45,True,False,True,True
SYN-01300,TXN-648946,return completed but money notcredited,Refund not processed,66168.29,False,False,False,True
SYN-00153,TXN-393328,did not receive the product. ref tx,Product not received,70441.11,False,False,False,True
SYN-01097,TXN-351262,order never delivered although tracking says pending. merchant disagrees,Product not received,4079.54,False,False,False,True
SYN-01497,TXN-245936,order never delivered although tracking says pending,Product not received,60367.45,False,False,False,True
SYN-00754,TXN-825318,product quality and colour do not match,Product not as described,18905.41,True,False,True,True
SYN-00353,TXN-353777,my parcel has not arrived,Product not received,47573.17,False,False,False,True
SYN-00917,TXN-414750,I never authorized this transaction. details missing,Transaction not recognized,11720.15,True,False,True,True
SYN-01425,TXN-266140,order never delivered although tracking says pending. custmer says,Product not received,23995.06,False,False,False,True
SYN-00049,TXN-348237,did not receive the product. possible mix up,Product not received,56260.67,False,False,False,True
SYN-00586,TXN-365018,product quality and colour do not match. custmer says,Product not as described,46342.61,True,False,True,True
SYN-00369,TXN-411893,did not receive the product. merchant disagrees,Product not received,53007.64,False,False,False,True
SYN-00867,TXN-597457,same transaction debited two times,Duplicate charge,51455.92,True,False,True,True
SYN-00886,TXN-481671,charged the wrong amount,Incorrect transaction amount,68268.22,False,False,False,True
SYN-01358,TXN-254958,charged the wrong amount,Incorrect transaction amount,11164.01,False,False,False,True
SYN-00793,TXN-659399,order never delivered although tracking says pending,Product not received,50380.77,False,False,False,True
SYN-00425,TXN-986575,order neverdelivered although tracking says pending,Product not received,69111.25,False,True,True,True
SYN-00673,TXN-779956,did not receive the product. possible mix up,Product not received,20534.78,False,False,False,True
SYN-00361,TXN-606384,my parcel has not arrived. custmer says,Product not received,15672.88,True,False,True,True
SYN-00810,TXN-433580,item is different from its description,Product not as described,29690.66,True,False,True,True
SYN-00562,TXN-838857,item is different from its description,Product not as described,68379.09,False,False,False,True
SYN-01538,TXN-462645,item is different from its description,Product not as described,60599.87,False,False,False,True
SYN-00385,TXN-764406,order never delivered although tracking says pending,Product not received,34008.43,True,False,True,True
SYN-00477,TXN-112964,I do not recognize this payment. details missing,Transaction not recognized,34469.62,True,False,True,True
SYN-00629,TXN-832377,I never authorized this transaction,Transaction not recognized,38388.49,True,False,True,True
SYN-01145,TXN-206105,order never delivered although tracking says pending,Product not received,19781.05,True,True,True,True
SYN-01028,TXN-183029,refund promised but not received,Refund not processed,35222.26,False,True,True,True
SYN-01112,TXN-951307,payment dispute needs investigation,Other,62967.94,False,False,False,True
SYN-00045,TXN-374680,I do not recognize this payment,Transaction not recognized,9984.44,True,False,True,True
SYN-00589,TXN-609462,unknown purchase on my statement. custmer says,Transaction not recognized,14672.89,True,True,True,True
SYN-01247,TXN-167808,membership was cancelled but billing continued. custmer says,Subscription cancellation dispute,69303.72,True,False,True,True
SYN-00129,TXN-377896,my parcel has not arrived,Product not received,35317.37,False,True,True,True
SYN-01525,TXN-282522,I do not recognize this pament,Transaction not recognized,2402.6,False,False,False,True
SYN-01497,TXN-245936,order never delivered although tracking says pending,Product not received,60367.45,False,False,False,True
SYN-01517,TXN-509599,I do not recognize this payment,Transaction not recognized,53025.31,False,False,False,True
SYN-00817,TXN-604923,did not receive the product,Product not received,8663.81,False,False,False,True
SYN-01561,TXN-387592,my parcel has not arrived,Product not received,3086.78,True,False,True,True
SYN-00627,TXN-788049,charged twice for the same order,Duplicate charge,30167.64,False,False,False,True
SYN-00175,TXN-540226,membership was cancelled but billing continued. custmer says,Subscription cancellation dispute,16291.15,True,False,True,True
SYN-00755,TXN-571228,same transaction debited two times,Duplicate charge,8738.65,False,True,True,True
SYN-00840,TXN-439113,payment dispute needs investigation,Other,57786.83,False,False,False,True
SYN-01225,TXN-884639,my parcel has not arrived,Product not received,56204.76,True,True,True,True
SYN-00059,TXN-810219,duplicate payment appears on my card. custmer says,Duplicate charge,70539.14,True,False,True,True
SYN-00332,TXN-825916,return completed but money not credited,Refund not processed,17385.76,False,False,False,True
SYN-00288,TXN-826420,payment dispute needs investigation,Other,49095.17,False,True,True,True
SYN-01231,TXN-379005,charged after cancelling subscription. details missing,Subscription cancellation dispute,910.1,False,False,False,True
SYN-00320,TXN-259814,I have another issue with this transation,Other,31434.26,False,False,False,True
SYN-00637,TXN-939030,unknown purchase on my statement. please help,Transaction not recognized,52647.67,False,False,False,True
SYN-01017,TXN-513316,order never delivered although tracking says pending,Product not received,51111.51,True,False,True,True
